SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-25-2015,Single Family Residential,979 44TH St,Oakland,CA,94608,676000,4,1.5,Nobe,1655,3300,1924,563,408,,Sold,,,http://www.redfin.com/CA/Oakland/979-44th-St-94608/home/1515837,EBRD/CCAR/Bay East,40717655,N,Y,37.8338635,-122.2750952
PAST SALE,May-18-2016,Single Family Residential,916 46TH St,Oakland,CA,94608,777000,2,1.0,Nobe,951,2625,1914,388,817,,Sold,,,http://www.redfin.com/CA/Oakland/916-46th-St-94608/home/1701446,EBRD/CCAR/Bay East,40736126,N,Y,37.8354763,-122.2736004
PAST SALE,June-13-2016,Multi-Family (2-4 Unit),991 43rd St,Oakland,CA,94608,872500,6,3.0,Oakland,1963,6000,1895,362,444,,Sold,,,http://www.redfin.com/CA/Oakland/991-43rd-St-94608/home/1495009,EBRD/CCAR/Bay East,40733668,N,Y,37.8332497,-122.2755353
PAST SALE,December-15-2014,Single Family Residential,840 42nd St,Oakland,CA,94608,525000,2,1.0,Nobe,,1610,1900,908,,,Sold,,,http://www.redfin.com/CA/Oakland/840-42nd-St-94608/home/528466,EBRD/CCAR/Bay East,40677162,N,Y,37.8322824,-122.2721255
PAST SALE,June-3-2015,Multi-Family (2-4 Unit),859 47th St,Oakland,CA,94608,590000,,2.0,Oakland,1931,3333,1923,738,306,,Sold,,,http://www.redfin.com/CA/Oakland/859-47th-St-94608/home/529457,EBRD/CCAR/Bay East,40696716,N,Y,37.8354783,-122.2714221
PAST SALE,November-14-2014,Single Family Residential,733 45TH St,Oakland,CA,94609-1802,622000,2,1.0,Nobe,1027,3500,1923,939,606,,Sold,,,http://www.redfin.com/CA/Oakland/733-45th-St-94609/home/549459,EBRD/CCAR/Bay East,40676803,N,Y,37.8337076,-122.2693481
PAST SALE,,Multi-Family (2-4 Unit),4411 Martin Luther King Junior Way,Oakland,CA,94609,788000,5,3.0,,2155,3150,1911,,366,,,,,http://www.redfin.com/CA/Oakland/4411-Martin-Luther-King-Junior-Way-94609/home/920500,,,N,Y,37.8332393,-122.2678395
PAST SALE,April-15-2015,Condo/Co-op,414 40TH St #304,Oakland,CA,94609,651156,2,2.0,Temescal,1041,,2007,787,626,491,Sold,,,http://www.redfin.com/CA/Oakland/414-40th-St-94609/unit-304/home/17186287,EBRD/CCAR/Bay East,40691340,N,Y,37.8286323,-122.2601478
PAST SALE,June-15-2016,Condo/Co-op,374 51ST St,Oakland,CA,94609,760000,2,1.5,Temescal/R.Ridge,1280,2740,1987,360,594,300,Sold,,,http://www.redfin.com/CA/Oakland/374-51st-St-94609/home/1397695,EBRD/CCAR/Bay East,40739451,N,Y,37.836624,-122.256706
PAST SALE,June-19-2015,Multi-Family (2-4 Unit),4953 DESMOND St,Oakland,CA,94618,1155000,3,3.0,Temescal/R.Ridge,,5000,1910,722,,,Sold,,,http://www.redfin.com/CA/Oakland/4953-Desmond-St-94618/home/1820038,EBRD/CCAR/Bay East,40698662,N,Y,37.8344764,-122.2540889
PAST SALE,June-13-2014,Single Family Residential,5231 CORONADO Ave,Oakland,CA,94618-1005,850000,3,1.0,Rockridge,1350,2970,1915,1093,630,,Sold,,,http://www.redfin.com/CA/Oakland/5231-Coronado-Ave-94618/home/529839,EBRD/CCAR/Bay East,40654348,N,Y,37.836061,-122.252013
PAST SALE,September-12-2014,Single Family Residential,4192 SHAFTER Ave,Oakland,CA,94609-2620,932000,3,2.0,Temescal,2025,4500,1922,1002,460,,Sold,,,http://www.redfin.com/CA/Oakland/4192-Shafter-Ave-94609/home/999812,EBRD/CCAR/Bay East,40670833,N,Y,37.8307728,-122.258875
PAST SALE,May-16-2016,Single Family Residential,4145 EMERALD St,Oakland,CA,94609,1000000,2,1.5,Temescal,1724,1716,1916,390,580,,Sold,,,http://www.redfin.com/CA/Oakland/4145-Emerald-St-94609/home/527969,EBRD/CCAR/Bay East,40735129,N,Y,37.8299934,-122.2565482
PAST SALE,March-27-2015,Single Family Residential,4346 WEBSTER St,Oakland,CA,94609,900000,2,1.0,Temescal,1352,4000,1918,806,666,,Sold,,,http://www.redfin.com/CA/Oakland/4346-Webster-St-94609/home/1352850,EBRD/CCAR/Bay East,40688301,N,Y,37.8324729,-122.2597453
PAST SALE,May-3-2015,Single Family Residential,3912 WEBSTER St,Oakland,CA,94609,708000,2,1.25,Temescal,925,4125,1911,769,765,,Sold,,,http://www.redfin.com/CA/Oakland/3912-Webster-St-94609/home/1888153,EBRD/CCAR/Bay East,40692404,N,Y,37.8277435,-122.2608071
PAST SALE,March-3-2017,Single Family Residential,3761 Latimer Pl,Oakland,CA,94609,770000,2,1.0,Temescal,936,2100,1910,99,823,,Sold,,,http://www.redfin.com/CA/Oakland/3761-Latimer-Pl-94609/home/1841166,EBRD/CCAR/Bay East,40767737,N,Y,37.8261917,-122.2635334
PAST SALE,June-25-2014,Single Family Residential,3780 RUBY St,Oakland,CA,94609-2716,750000,3,1.5,Mosswood,1530,1875,1908,1081,490,,Sold,,,http://www.redfin.com/CA/Oakland/3780-Ruby-St-94609/home/1726122,EBRD/CCAR/Bay East,40658434,N,Y,37.8263799,-122.2620756
PAST SALE,March-1-2016,Condo/Co-op,485 W MACARTHUR Blvd #405,Oakland,CA,94609,702000,2,1.0,Temescal,1010,,2009,466,695,478,Sold,,,http://www.redfin.com/CA/Oakland/485-W-MacArthur-Blvd-94609/unit-405/home/28697261,EBRD/CCAR/Bay East,40726613,N,Y,37.8257239,-122.2644094
